"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","CDSD","CLDD","DP01","DP10","DSND","DSNW","DT00","DT32","DX32","DX70","DX90","EMNT","EMSD","EMSN","EMXP","EMXT","EVAP","HDSD","HN01","HN02","HN03","HN04","HTDD","HX01","HX02","HX03","HX04","LN01","LN02","LN03","LN04","LX01","LX02","LX03","LX04","MN01","MN02","MN03","MN04","MNPN","MX01","MX02","MX03","MX04","MXPN","PRCP","SNOW","TAVG","TMAX","TMIN","WDF2","WDF5","WDMV","WSF2","WSF5"
"USC00210981","BRICELYN, MN US","43.544","-93.8423","356.6","2022-02",,,,"6","0","28","2",,,,,,,"4","2.1","0.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.13","4.0",,,,,,,,
"USC00210981","BRICELYN, MN US","43.544","-93.8423","356.6","2022-03",,,,"7","3","0","0",,,,,,,"0","0.8","0.81",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.24","1.1",,,,,,,,
"USC00210981","BRICELYN, MN US","43.544","-93.8423","356.6","2022-04",,,,"13","10","0","1",,,,,,,"0","1.0","2.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"5.75","1.7",,,,,,,,
"USC00210981","BRICELYN, MN US","43.544","-93.8423","356.6","2022-05",,,,"9","6","0","0",,,,,,,"0","0.0","0.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.00","0.0",,,,,,,,
"USC00210981","BRICELYN, MN US","43.544","-93.8423","356.6","2022-06",,,,"5","4","0","0",,,,,,,"0","0.0","0.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.66","0.0",,,,,,,,
"USC00210981","BRICELYN, MN US","43.544","-93.8423","356.6","2022-07",,,,"7","3","0","0",,,,,,,"0","0.0","3.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4.08","0.0",,,,,,,,
"USC00210981","BRICELYN, MN US","43.544","-93.8423","356.6","2022-08",,,,"7","5","0","0",,,,,,,"0","0.0","2.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.43","0.0",,,,,,,,
"USC00210981","BRICELYN, MN US","43.544","-93.8423","356.6","2022-09",,,,"6","3","0","0",,,,,,,"0","0.0","0.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.57","0.0",,,,,,,,
"USC00210981","BRICELYN, MN US","43.544","-93.8423","356.6","2022-10",,,,"7","3","0","0",,,,,,,"0","0.0","0.34",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.75","0.0",,,,,,,,
"US1MNFT0010","WELLS 0.4 WSW, MN US","43.741379","-93.736166","351.4","2023-06",,,,"8","6",,,,,,,,,,,"0.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.46",,,,,,,,,
"US1MNFT0010","WELLS 0.4 WSW, MN US","43.741379","-93.736166","351.4","2023-07",,,,"5","3",,,,,,,,,,,"1.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.10",,,,,,,,,
"US1INTP0092","LAFAYETTE 1.1 WSW, IN US","40.4069","-86.8903","213.7","2023-06",,,,"9","4",,,,,,,,,,,"0.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.50",,,,,,,,,
"US1INTP0092","LAFAYETTE 1.1 WSW, IN US","40.4069","-86.8903","213.7","2023-07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7.65",,,,,,,,,
"US1INTP0092","LAFAYETTE 1.1 WSW, IN US","40.4069","-86.8903","213.7","2023-08",,,,"8","6",,,,,,,,,,,"1.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.37",,,,,,,,,
"US1INTP0092","LAFAYETTE 1.1 WSW, IN US","40.4069","-86.8903","213.7","2023-09",,,,"7","2",,,,,,,,,,,"0.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.78",,,,,,,,,
"US1INTP0092","LAFAYETTE 1.1 WSW, IN US","40.4069","-86.8903","213.7","2023-10",,,,"12","6",,,,,,,,,,,"1.06",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.68",,,,,,,,,
"US1INTP0092","LAFAYETTE 1.1 WSW, IN US","40.4069","-86.8903","213.7","2023-11",,,,"3","2",,"0",,,,,,,,"0.0","0.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.41","0.0",,,,,,,,
"US1INTP0092","LAFAYETTE 1.1 WSW, IN US","40.4069","-86.8903","213.7","2023-12",,,,"12","6",,,,,,,,,,,"0.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2.17",,,,,,,,,
"US1INTP0091","LAFAYETTE 0.5 SW, IN US","40.406113","-86.878937","208.8","2023-05",,,,"6","3",,,,,,,,,,,"0.67",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1.64",,,,,,,,,
"US1INTP0091","LAFAYETTE 0.5 SW, IN US","40.406113","-86.878937","208.8","2023-07",,,,"16","8",,,,,,,,,,,"1.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6.62",,,,,,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2013-01",,"0","0","4","3","12","1","10","31","18","0","0","-11","6","1.0","0.20","47",,"4460",,,,,"1509",,,,,,,,,,,,,,,,,,,,,,,"0.44","1.0","16.3","26.6","6.0",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2013-02",,"0","0","5","3","16","5","6","28","18","0","0","-12","7","7.0","0.55","42",,"5775",,,,,"1315",,,,,,,,,,,,,,,,,,,,,,,"1.06","10.9","18.0","26.5","9.6",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2013-03",,"0","0","7","6","29","4","0","29","19","0","0","1","8","6.0","0.75","54",,"7029",,,,,"1254",,,,,,,,,,,,,,,,,,,,,,,"2.45","13.5","24.5","32.7","16.4",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2013-04",,"0","0","13","12","6","4","0","23","0","4","0","17","5","5.0","1.95","81",,"7798",,,,,"769",,,,,,,,,,,,,,,,,,,,,,,"6.89","14.0","39.4","48.3","30.5",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2013-05",,"39","38","17","14","3","1","0","3","0","14","1","28","10","10.0","1.20","101",,"8085",,,,,"287",,,,,,,,,,,,,,,,,,,,,,,"7.26","10.0","57.0","65.9","48.0",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2013-06",,"183","144","15","13","0","0","0","0","0","24","0","47","0","0.0","3.70","88",,"8132",,,,,"47",,,,,,,,,,,,,,,,,,,,,,,"12.59","0.0","68.2","76.7","59.8",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2013-07",,"425","242","6","6","0","0","0","0","0","30","5","45","0","0.0","3.80","92",,"21",,,,,"21",,,,,,,,,,,,,,,,,,,,,,,"6.40","0.0","72.1","81.9","62.4",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2013-08",,"613","188","5","4","0","0","0","0","0","31","5","51","0","0.0","1.95","93",,"32",,,,,"11",,,,,,,,,,,,,,,,,,,,,,,"3.11","0.0","70.7","80.3","61.1",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2013-09",,"724","111","4","3","0","0","0","0","0","23","1","41","0","0.0","0.85","94",,"125",,,,,"93",,,,,,,,,,,,,,,,,,,,,,,"1.28","0.0","65.6","77.0","54.2",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2013-10",,"727","2","10","5","0","0","0","14","0","7","0","23","0","0.0","1.00","78",,"642",,,,,"517",,,,,,,,,,,,,,,,,,,,,,,"3.10","0.0","48.4","58.8","38.0",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2013-11",,"727","0","5","2","5","2","0","24","9","0","0","3","3","3.0","0.52","57",,"1638",,,,,"996",,,,,,,,,,,,,,,,,,,,,,,"0.83","4.0","30.7","40.5","20.8",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2013-12",,"727","0","8","2","24","5","14","31","23","0","0","-13","6","3.0","0.20","44",,"3235",,,,,"1597",,,,,,,,,,,,,,,,,,,,,,,"0.71","9.0","13.5","23.0","4.0",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2014-01",,"0","0","8","3","31","8","21","31","24","0","0","-23","10","3.0","0.20","44",,"4986",,,,,"1750",,,,,,,,,,,,,,,,,,,,,,,"0.72","11.9","8.5","22.4","-5.4",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2014-02",,"0","0","6","1","28","5","19","28","23","0","0","-19","15","6.0","0.72","45",,"6588",,,,,"1602",,,,,,,,,,,,,,,,,,,,,,,"0.89","11.5","7.8","18.6","-3.0",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2014-03",,"0","0","7","3","20","4","4","28","13","0","0","-17","20","8.0","0.35","62",,"7829",,,,,"1241",,,,,,,,,,,,,,,,,,,,,,,"1.07","12.0","25.0","34.5","15.4",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2014-04",,"0","0","13","9","1","1","0","14","0","3","0","15","4","4.0","2.34","73",,"8470",,,,,"640",,,,,,,,,,,,,,,,,,,,,,,"5.63","4.0","43.6","53.9","33.4",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2014-05",,"46","46","11","6",,,"0","2","0","14","0","31",,,"0.50","88",,"8752",,,,,"282",,,,,,,,,,,,,,,,,,,,,,,"1.67",,"57.4","67.4","47.4",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2014-06",,"190","144","15","10",,,"0","0","0","26","0","44",,,"2.57","86",,"8775",,,,,"23",,,,,,,,,,,,,,,,,,,,,,,"8.74",,"69.0","77.3","60.7",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2014-07",,"315","125","10","2",,,"0","0","0","30","0","47",,,"0.45","88",,"28",,,,,"28",,,,,,,,,,,,,,,,,,,,,,,"1.04",,"68.1","78.1","58.1",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2014-08",,"503","188","13","8",,,"0","0","0","31","0","50",,,"1.46","88",,"32",,,,,"4",,,,,,,,,,,,,,,,,,,,,,,"4.90",,"70.9","80.3","61.5",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2014-09",,"547","44","11","7",,,"0","0","0","19","0","39",,,"1.19","87",,"169",,,,,"137",,,,,,,,,,,,,,,,,,,,,,,"3.29",,"61.7","71.7","51.7",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2014-10",,"547","0","6","5",,"0","0","9","0","2","0","18",,"0.0","0.48","71",,"697",,,,,"528",,,,,,,,,,,,,,,,,,,,,,,"1.31","0.0","48.0","59.3","36.6",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2014-11",,"547","0","8","3","15","3","3","26","14","0","0","-16","6","6.0","0.22","58",,"1902",,,,,"1205",,,,,,,,,,,,,,,,,,,,,,,"0.71","12.5","24.8","34.7","14.9",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2014-12",,"547","0","7","2","15","2","4","26","15","0","0","-12","4","4.0","0.16","55",,"3169",,,,,"1267",,,,,,,,,,,,,,,,,,,,,,,"0.45","5.0","24.1","30.7","17.5",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2015-01",,"0","0","6","1","22","3","13","31","16","0","0","-18","7","2.0","0.14","49",,"4640",,,,,"1471",,,,,,,,,,,,,,,,,,,,,,,"0.36","4.5","17.6","27.6","7.6",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2015-02",,"0","0","4","2",,"3","16","28","23","0","0","-16",,"3.0","0.21","39",,"6162",,,,,"1522",,,,,,,,,,,,,,,,,,,,,,,"0.48","8.0","10.6","20.8","0.4",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2015-03",,"0","0","2","2","6","1","5","26","6","1","0","-12","4","4.0","0.45","72",,"7159",,,,,"997",,,,,,,,,,,,,,,,,,,,,,,"0.70","4.0","32.8","44.3","21.3",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2015-04",,"0","0","10","7","0","0","0","9","0","6","0","21","0","0.0","0.77","81",,"7670",,,,,"511",,,,,,,,,,,,,,,,,,,,,,,"3.56","0.0","48.0","59.7","36.3",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2015-05",,"27","27","17","9","0","0","0","0","0","16","0","34","0","0.0","1.03","85",,"7891",,,,,"221",,,,,,,,,,,,,,,,,,,,,,,"4.65","0.0","58.7","69.0","48.5",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2015-06",,"141","114","13","7","0","0","0","0","0","28","1","46","0","0.0","1.62","94",,"7913",,,,,"21",,,,,,,,,,,,,,,,,,,,,,,"5.37","0.0","68.1","77.5","58.7",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2015-07",,"342","201","15","7","0","0","0","0","0","29","3","47","0","0.0","2.05","90",,"20",,,,,"20",,,,,,,,,,,,,,,,,,,,,,,"5.05","0.0","70.8","80.7","60.9",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2015-08",,"479","137","9","7","0","0","0","0","0","26","0","45","0","0.0","1.44","89",,"74",,,,,"53",,,,,,,,,,,,,,,,,,,,,,,"3.90","0.0","67.7","77.1","58.3",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2015-09",,"621","142","12","8","0","0","0","0","0","25","0","36","0","0.0","1.30","89",,"144",,,,,"70",,,,,,,,,,,,,,,,,,,,,,,"3.56","0.0","67.4","77.3","57.5",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2015-10",,"623","2","5","3","0","0","0","5","0","6","0","26","0","0.0","0.36","86",,"566",,,,,"422",,,,,,,,,,,,,,,,,,,,,,,"0.87","0.0","51.5","63.3","39.6",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2015-11",,"623","0","10","6","4","1","0","15","3","0","0","8","3","2.7","1.96","68",,"1317",,,,,"750",,,,,,,,,,,,,,,,,,,,,,,"3.80","2.7","40.0","49.1","30.8",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2015-12",,,,"13","8","13","4",,,,,,,"10","7.0","1.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3.15","14.5",,,,,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2016-01",,"0","0","8","2","31","3","11","31","22","0","0","-19","9","1.0","0.10","44",,,,,,,"1547",,,,,,,,,,,,,,,,,,,,,,,"0.43","3.3","15.1","23.3","6.9",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2016-02",,"0","0","7","1","28","3","4","27","11","0","0","-10","12","6.0","0.29","56",,,,,,,"1146",,,,,,,,,,,,,,,,,,,,,,,"0.44","9.0","25.5","34.5","16.5",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2016-03",,"0","0","11","7","7","2","0","17","3","0","0","3","7","7.0","0.60","68",,,,,,,"795",,,,,,,,,,,,,,,,,,,,,,,"2.21","8.5","39.4","47.9","30.8",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2016-04",,"5","5","14","6","0","0","0","12","0","9","0","15","0","0.0","0.79","79",,,,,,,"515",,,,,,,,,,,,,,,,,,,,,,,"2.50","0.0","48.0","58.5","37.4",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2016-05",,"51","46","16","8","0","0","0","2","0","15","0","29","0","0.0","1.00","87",,,,,,,"240",,,,,,,,,,,,,,,,,,,,,,,"3.94","0.0","58.7","69.0","48.5",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2016-06",,"231","180","10","6","0","0","0","0","0","27","3","46","0","0.0","1.60","97",,,,,,,"27",,,,,,,,,,,,,,,,,,,,,,,"3.44","0.0","70.1","80.7","59.5",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2016-07",,"450","220","15","8","0","0","0","0","0","31","2","50","0","0.0","2.46","91",,"3",,,,,"3",,,,,,,,,,,,,,,,,,,,,,,"6.27","0.0","72.0","81.0","62.9",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2016-08",,"642","192","14","8","0","0","0","0","0","30","1","52","0","0.0","1.25","90",,"11",,,,,"8",,,,,,,,,,,,,,,,,,,,,,,"3.32","0.0","70.9","80.2","61.7",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2016-09",,"726","84","10","9","0","0","0","0","0","23","0","41","0","0.0","5.15","87",,"93",,,,,"82",,,,,,,,,,,,,,,,,,,,,,,"10.21","0.0","65.1","74.6","55.6",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2016-10",,"726","0","9","5","0","0","0","6","0","10","0","27","0","0.0","4.25","75",,"512",,,,,"420",,,,,,,,,,,,,,,,,,,,,,,"6.15","0.0","51.5","62.1","40.8",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2016-11",,"726","0","9","2","0","0","0","12","0","1","0","16","0","0.0","0.15","72",,"1151",,,,,"638",,,,,,,,,,,,,,,,,,,,,,,"0.46","0.0","43.7","53.8","33.6",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2016-12",,"726","0","8","3","20","2","7","30","18","0","0","-27","9","5.0","0.57","43",,"2589",,,,,"1439",,,,,,,,,,,,,,,,,,,,,,,"1.15","9.3","18.6","27.5","9.7",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2017-01",,"0","0","7","4","30","3","8","29","18","0","0","-10","6","5.0","0.55","42",,"3978",,,,,"1388",,,,,,,,,,,,,,,,,,,,,,,"1.27","8.7","20.2","26.8","13.6",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2017-02",,"0","0","3","2","18","2","0","26","9","0","0","3","8","6.0","0.34","60",,"4988",,,,,"1011",,,,,,,,,,,,,,,,,,,,,,,"0.45","8.0","28.9","38.9","18.9",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2017-03",,"0","0","9","4","12","2","2","24","8","0","0","-4","6","6.0","0.49","69",,"6045",,,,,"1057",,,,,,,,,,,,,,,,,,,,,,,"1.61","7.1","30.9","39.1","22.7",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2017-04",,"0","0","14","6","0","0","0","10","0","4","0","26","0","0.0","0.61","75",,"6575",,,,,"530",,,,,,,,,,,,,,,,,,,,,,,"2.61","0.0","47.3","57.4","37.3",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2017-05",,"25","25","14","8","0","0","0","0","0","15","0","38","0","0.0","1.10","87",,"6846",,,,,"271",,,,,,,,,,,,,,,,,,,,,,,"4.27","0.0","57.1","67.5","46.6",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2017-06",,"190","165","15","9","0","0","0","0","0","26","6","46","0","0.0","1.78","93",,"6888",,,,,"42",,,,,,,,,,,,,,,,,,,,,,,"5.13","0.0","69.1","80.4","57.8",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2017-07",,"422","232","10","7","0","0","0","0","0","30","1","54","0","0.0","2.12","91",,"0",,,,,"0",,,,,,,,,,,,,,,,,,,,,,,"5.30","0.0","72.6","82.8","62.4",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2017-08",,"491","69","15","12","0","0","0","0","0","28","0","49","0","0.0","0.59","84",,"22",,,,,"22",,,,,,,,,,,,,,,,,,,,,,,"3.39","0.0","66.5","75.0","58.1",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2017-09",,"601","109","8","5","0","0","0","0","0","22","2","41","0","0.0","0.45","91",,"113",,,,,"91",,,,,,,,,,,,,,,,,,,,,,,"1.52","0.0","65.6","76.6","54.6",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2017-10",,"605","4","14","8","0","0","0","6","0","7","0","19","0","0.1","2.35","75",,"575",,,,,"462",,,,,,,,,,,,,,,,,,,,,,,"5.94","0.2","50.2","60.0","40.5",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2017-11",,"605","0","6","2","0","0","0","26","3","0","0","9","0","0.0","0.20","64",,"1543",,,,,"969",,,,,,,,,,,,,,,,,,,,,,,"0.46","0.0","32.7","43.0","22.4",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2017-12",,"605","0","9","3","25","3","7","31","18","0","0","-18","7","3.0","0.24","61",,"2991",,,,,"1448",,,,,,,,,,,,,,,,,,,,,,,"0.61","10.2","18.3","28.0","8.7",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2018-01",,"0","0","7","4","31","4","16","31","17","0","0","-21","7","3.0","0.40","47",,"4420",,,,,"1430",,,,,,,,,,,,,,,,,,,,,,,"1.06","13.1","13.0","23.4","2.6",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2018-02",,"0","0","7","2","28","5","15","27","18","0","0","-15","8","4.0","0.35","48",,"5762",,,,,"1342",,,,,,,,,,,,,,,,,,,,,,,"0.74","11.2","13.5","24.7","2.4",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2018-03",,"0","0","8","3","18","2","0","29","5","0","0","7","8","8.0","0.40","46",,"6854",,,,,"1092",,,,,,,,,,,,,,,,,,,,,,,"1.07","12.0","29.8","37.9","21.7",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2018-04",,"0","0","9","6","15","6","0","21","6","0","0","1","7","5.0","0.87","68",,"7821",,,,,"966",,,,,,,,,,,,,,,,,,,,,,,"2.48","20.0","32.8","43.2","22.4",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2018-05",,"130","130","16","11","0","0","0","0","0","20","4","44","0","0.0","1.94","96",,"7935",,,,,"114",,,,,,,,,,,,,,,,,,,,,,,"6.78","0.0","65.5","75.6","55.3",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2018-06",,"359","229","15","8","0","0","0","0","0","29","5","51","0","0.0","1.90","94",,"7940",,,,,"4",,,,,,,,,,,,,,,,,,,,,,,"9.78","0.0","72.5","81.0","64.0",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2018-07",,"555","196","9","8","0","0","0","0","0","30","2","53","0","0.0","1.61","94",,"5",,,,,"5",,,,,,,,,,,,,,,,,,,,,,,"4.66","0.0","71.1","80.8","61.5",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2018-08",,"744","190","16","8","0","0","0","0","0","30","0","49","0","0.0","0.75","89",,"16",,,,,"11",,,,,,,,,,,,,,,,,,,,,,,"3.11","0.0","70.8","79.6","61.9",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2018-09",,"877","132","10","8","0","0","0","2","0","21","1","31","0","0.0","2.10","91",,"150",,,,,"134",,,,,,,,,,,,,,,,,,,,,,,"7.72","0.0","65.0","74.6","55.3",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2018-10",,"877","0","13","9","2","2","0","17","0","3","0","24","3","2.0","0.74","83",,"797",,,,,"647",,,,,,,,,,,,,,,,,,,,,,,"3.55","3.0","44.1","54.0","34.2",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2018-11",,"877","0","10","3","5","2","2","25","17","0","0","-7","1","1.0","0.28","55",,"1970",,,,,"1172",,,,,,,,,,,,,,,,,,,,,,,"0.80","2.0","25.9","34.2","17.6",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2018-12",,"877","0","5","4","18","1","1","30","17","0","0","-1","5","5.0","0.52","42",,"3221",,,,,"1251",,,,,,,,,,,,,,,,,,,,,,,"1.24","5.0","24.6","32.1","17.2",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2019-01",,"0","0","6","2","15","3","13","31","21","0","0","-29","16","8.0","0.50","45",,"4841",,,,,"1620",,,,,,,,,,,,,,,,,,,,,,,"0.97","16.0","12.7","21.7","3.7",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2019-02",,"0","0","13","6","26","6","20","27","22","0","0","-17","21","6.0","0.50","45",,"6355",,,,,"1514",,,,,,,,,,,,,,,,,,,,,,,"1.98","21.1","9.6","20.2","-1.1",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2019-03",,"0","0","4","3","19","1","6","30","8","0","0","-22","20","3.0","0.75","66",,"7534",,,,,"1179",,,,,,,,,,,,,,,,,,,,,,,"1.59","3.3","27.0","37.1","16.8",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2019-04",,"1","1","19","10","1","1","0","11","0","4","0","23","2","2.0","0.97","84",,"8111",,,,,"577",,,,,,,,,,,,,,,,,,,,,,,"3.85","2.0","45.8","55.5","36.1",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2019-05",,"14","13","15","10","0","0","0","0","0","9","0","34","0","0.0","1.33","84",,"8413",,,,,"302",,,,,,,,,,,,,,,,,,,,,,,"6.19","0.0","55.1","64.0","46.3",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2019-06",,"145","131","10","6","0","0","0","0","0","26","1","41","0","0.0","1.95","90",,"8444",,,,,"31",,,,,,,,,,,,,,,,,,,,,,,"5.16","0.0","68.4","77.8","59.1",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2019-07",,"415","269","15","9","0","0","0","0","0","31","5","51","0","0.0","1.60","93",,"3",,,,,"3",,,,,,,,,,,,,,,,,,,,,,,"5.79","0.0","73.6","83.0","64.1",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2019-08",,"526","111","12","6","0","0","0","0","0","31","0","46","0","0.0","0.95","89",,"34",,,,,"31",,,,,,,,,,,,,,,,,,,,,,,"2.76","0.0","67.6","77.4","57.7",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2019-09",,"626","100","15","10","0","0","0","0","0","23","0","43","0","0.0","2.00","87",,"100",,,,,"66",,,,,,,,,,,,,,,,,,,,,,,"7.78","0.0","66.1","75.4","56.9",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2019-10",,"634","7","15","10","0","0","0","13","1","3","0","16","0","0.0","1.69","88",,"740",,,,,"640",,,,,,,,,,,,,,,,,,,,,,,"6.99","0.0","44.6","54.0","35.1",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2019-11",,"634","0","8","6","11","2","4","28","8","0","0","-2","8","8.0","0.73","50",,"1785",,,,,"1045",,,,,,,,,,,,,,,,,,,,,,,"2.79","14.0","28.6","37.3","19.9",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2019-12",,"634","0","7","5","30","2","7","31","14","0","0","-7","5","3.0","1.10","42",,"3090",,,,,"1304",,,,,,,,,,,,,,,,,,,,,,,"1.78","5.2","22.9","31.8","14.0",,,,,
"USC00218808","WELLS, MN US","43.7468","-93.7368","345.9","2020-01",,"0","0","7","5","31","5","8","31","17","0","0","-11","8","4.0","0.50","39",,"4508",,,,,"1419",,,,,,,,,,,,,,,,,,,,,,,"1.11","9.0","19.2","27.3","11.2",,,,,
